,entities,labels
15431,Destructive spondyloarthropathy,10078114
15432,Deterioration of VA temporarily,10047532
15433,Deterioration of visual acuity temporarily,10047532
15434,Visual acuity reduced transiently,10047532
15435,Detrusor muscle weakness,10058914
15436,Hypoactive bladder,10058914
15437,Hypotonic urinary bladder,10058914
15438,Weakness detrusor muscle,10058914
15439,Detrusor sphincter dyssynergia,10012550
15440,Development psychomotor impaired,10049215
15441,Psychomotor development impaired,10049215
15442,Psychomotor skills impaired,10049215
15443,Developmental arithmetical disorder,10049669
15444,Dyscalculia,10049669
15445,Mathematics disorder,10049669
15446,Specific arithmetical retardation,10049669
15447,Developmental coordination disorder,10012557
15448,Developmental coordination disorder NOS,10012557
15449,Developmental venous anomaly,10053485
15450,Venous angioma of brain,10053485
15451,Developmental writing disorder,10058319
15452,Disorder of written expression,10058319
15453,Dysgraphia,10058319
15454,Dystaxic writing,10058319
15455,Writing impaired,10058319
15456,Devic's disease,10077875
15457,Neuromyelitis optica,10077875
15458,Neuromyelitis optica attack,10077875
15459,Neuromyelitis optica progression,10077875
15460,Neuromyelitis optica relapse,10077875
15461,Neuromyelitis optica spectrum disorder,10077875
15462,Neuromyelitis optica spectrum disorder attack,10077875
15463,Neuromyelitis optica spectrum disorder progression,10077875
15464,Neuromyelitis optica spectrum disorder relapse,10077875
15465,Neuro-optic myelitis,10077875
15466,D-hypervitaminosis,10020917
15467,Hypervitaminosis D,10020917
15468,Diabetes,10012601
15469,Diabetes mellitus,10012601
15470,Diabetes mellitus aggravated,10012601
15471,Diabetes mellitus exacerbated,10012601
15472,Diabetes mellitus NOS,10012601
15473,Diabetes mellitus precipitated,10012601
15474,Diabetes mellitus progression,10012601
15475,Diabetes mellitus reactivated,10012601
15476,Diabetes mellitus without mention of complication,10012601
15477,Diabetes reactivated,10012601
15478,Diabetic,10012601
15479,Post transplant diabetes mellitus,10012601
15480,Worsening of diabetes,10012601
15481,Diabetes complicating pregnancy,10012596
15482,Diabetes complicating the puerperium,10012596
15483,"Diabetes mellitus complicating pregnancy, childbirth, or the puerperium",10012596
15484,"Diabetes mellitus of mother, comp pregnancy,childbirth, or the puerp, unspec as to eoc",10012596
15485,"Diabetes mellitus of mother, complicating pregnancy, childbirth, or the puerperium, unspecified as t",10012596
15486,"Diabetes mellitus of mother, with delivery",10012596
15487,"Diabetes mellitus of mother, with delivery, with mention of postpartum complication",10012596
15488,Diabetes in pregnancy,10018209
15489,Diabetes mellitus gestational,10018209
15490,"Diabetes mellitus, antepartum",10018209
15491,"Diabetes mellitus, postpartum",10018209
15492,Gestational diabetes,10018209
15493,Gestational diabetes mellitus,10018209
15494,Diabetes insipidus nephrogenic,10029147
15495,Diabetes nephrogenic (excludes glycosuria,10029147
15496,Nephrogenic diabetes insipidus,10029147
15497,Diabetes mellitus insulin-dependent,10067584
15498,Diabetes mellitus juvenile onset,10067584
15499,IDDM,10067584
15500,Immune-mediated diabetes,10067584
15501,Insulin dependent diabetic,10067584
15502,Insulin-dependent diabetes mellitus,10067584
15503,Juvenile diabetes,10067584
15504,Type 1 diabetes mellitus,10067584
15505,Type I diabetes mellitus,10067584
15506,Type I diabetes mellitus without mention of complication,10067584
15507,Diabetes mellitus malnutrition-related,10050197
15508,J type diabetes,10050197
15509,Jamaica type diabetes mellitus,10050197
15510,Tropical diabetes,10050197
15511,Z type diabetes,10050197
15512,Diabetes mellitus maturity onset,10067585
15513,Diabetes mellitus non insulin-dep,10067585
15514,Diabetes mellitus non-insulin-dependent,10067585
15515,Maturity onset diabetes,10067585
15516,NIDDM,10067585
15517,Non-insulin-dependent diabetes mellitus,10067585
15518,Type 2 diabetes mellitus,10067585
15519,Type II diabetes mellitus,10067585
15520,Type II diabetes mellitus without mention of complication,10067585
15521,Type II non-obese diabetic,10067585
15522,Type II obese diabetic,10067585
15523,Diabetes steroid-induced,10081755
15524,Steroid diabetes,10081755
15525,Diabetes with hyperosmolar coma,10012669
15526,Diabetic hyperosmolar coma,10012669
15527,Hyperosmolar (non-ketotic) coma,10012669
15528,Hyperosmolar non-ketotic diabetic coma,10012669
15529,NKHHC,10012669
15530,Nonketotic hyperglycaemic-hyperosmolar coma,10012669
15531,Nonketotic hyperglycemic-hyperosmolar coma,10012669
15532,Type I diabetes mellitus with hyperosmolar coma,10012669
15533,Type II diabetes mellitus with hyperosmolar coma,10012669
15534,Diabetes with hyperosmolarity,10012631
15535,Diabetes with neurological manifestations,10012680
15536,Diabetic neuropathy,10012680
15537,Diabetic peripheral neuropathic pain,10012680
15538,Diabetic peripheral neuropathy,10012680
15539,Diabetic polyneuropathy,10012680
15540,Polyneuropathy in diabetes,10012680
15541,Type I diabetes mellitus with neurological manifestations,10012680
15542,Type II diabetes mellitus with neurological manifestations,10012680
15543,Diabetes with ophthalmic manifestations,10012661
15544,Diabetic eye disease,10012661
15545,Diabetic eye disease NOS,10012661
15546,Type I diabetes mellitus with ophthalmic manifestations,10012661
15547,Type II diabetes mellitus with ophthalmic manifestations,10012661
15548,Diabetes with other specified manifestations,10061104
15549,Diabetes with unspecified complication,10061104
15550,Diabetes with unspecified complications,10061104
15551,Diabetic complication,10061104
15552,Diabetic complication NOS,10061104
15553,Diabetic triopathy,10061104
15554,Type I diabetes mellitus with other specified manifestations,10061104
15555,Type I diabetes mellitus with unspecified complication,10061104
15556,Type II diabetes mellitus with other specified manifestations,10061104
15557,Type II diabetes mellitus with unspecified complication,10061104
15558,Diabetes with peripheral circulatory disorders,10061815
15559,Diabetic peripheral angiopathy,10061815
15560,Diabetic peripheral vascular disease,10061815
15561,Diabetic vascular disorder,10061815
15562,Diabetic vascular disorder NOS,10061815
15563,Type I diabetes mellitus with peripheral circulatory disorders,10061815
15564,Type II diabetes mellitus with peripheral circulatory disorders,10061815
15565,Type II diabetes peripheral angiopathy,10061815
15566,Diabetes with renal manifestations,10061835
15567,Diabetic kidney disease,10061835
15568,Diabetic nephropathy,10061835
15569,Diabetic nephropathy NOS,10061835
15570,Diabetic renal disease,10061835
15571,Type I diabetes mellitus with renal manifestations,10061835
15572,Type II diabetes mellitus with renal manifestations,10061835
15573,Diabetic amyotrophy,10085063
15574,Lumbosacral radiculoplexus neuropathy,10085063
15575,Diabetic arteriosclerosis,10063547
15576,Diabetic macroangiopathy,10063547
15577,Diabetic arteritis,10077357
15578,Diabetic autonomic neuropathy,10012645
15579,Diabetic peripheral autonomic neuropathy,10012645
15580,Diabetic blindness,10012646
15581,Diabetic cardiomyopathy,10012647
15582,Diabetic cheiroarthropathy,10077602
15583,Diabetic cheiropathy,10077602
15584,Diabetic hand syndrome,10077602
15585,Diabetic coronary microangiopathy,10080788
15586,Diabetic cystopathy,10061139
15587,Diabetic dermopathy,10053695
15588,Diabetic dyslipidaemia,10070901
15589,Diabetic dyslipidemia,10070901
15590,Diabetic encephalopathy,10067018
15591,Diabetic end stage renal disease,10012660
15592,Diabetic endorgan damage,10071091
15593,Diabetic enteropathy,10056741
15594,Diabetic fetopathy,10059116
15595,Diabetic foetopathy,10059116
15596,Diabetic foot,10060734
15597,Diabetic foot ulcer,10060734
15598,Diabetic foot infection,10060803
15599,Diabetic gangrene,10012665
15600,Diabetic gastroenteropathy,10056742
15601,Diabetic gastroparesis,10051153
15602,Diabetic gastropathy,10012666
15603,Diabetic glaucoma,10012667
15604,Diabetic glomerulopathy,10022530
15605,Diabetic Kimmelstiel-Wilson syndrome,10022530
15606,Diffuse diabetic glomerulosclerosis,10022530
15607,Diffuse intercapillary glomerulosclerosis,10022530
15608,Intercapillary glomerulosclerosis,10022530
15609,Nodular glomerulosclerosis,10022530
15610,Diabetic hepatopathy,10071265
15611,Glycogenic hepatopathy,10071265
15612,Diabetic hyperosmolar non-ketoacidosis,10063554
15613,Hyperglycaemic hyperosmolar nonketotic syndrome,10063554
15614,Hyperglycemic hyperosmolar nonketotic syndrome,10063554
15615,Hyperosmolar hyperglycaemic state,10063554
15616,Hyperosmolar hyperglycaemic syndrome,10063554
15617,Hyperosmolar hyperglycemic state,10063554
15618,Hyperosmolar hyperglycemic syndrome,10063554
15619,Hyperosmolar non-ketotic hyperglycaemia,10063554
15620,Hyperosmolar non-ketotic hyperglycemia,10063554
15621,Diabetic keratopathy,10066786
15622,Diabetic ketoacidotic hyperglycaemic coma,10012672
15623,Diabetic ketoacidotic hyperglycemic coma,10012672
15624,Diabetic ketosis,10012673
15625,Diabetic ketosis without acidosis,10012673
15626,Diabetic macular edema,10012688
15627,Diabetic macular oedema,10012688
15628,Diabetic retinal edema,10012688
15629,Diabetic retinal oedema,10012688
15630,Diabetic mastopathy,10059134
15631,Diabetic microangiopathy,10054044
15632,Small vessel disease of diabetes mellitus,10054044
15633,Diabetic mononeuropathy,10012676
15634,Diabetic neuropathic ulcer,10012679
15635,Diabetic ophthalmoplegia,10067567
15636,Diabetic ulcer,10056340
15637,Diabetic ulcer NOS,10056340
15638,Diabetic uveitis,10012692
15639,Uveitis diabetic,10012692
15640,Diabetic wound,10081558
15641,Diabulimia,10082635
15642,Dialysis disequilibrium syndrome,10059256
15643,Diaphragm muscle weakness,10012708
15644,Diaphragm neoplasm,10051932
15645,Diaphragmalgia,10052749
15646,Pain in diaphragm,10052749
15647,Diaphragmatic paralysis,10012725
15648,Paralysis of diaphragm,10012725
15649,Diastematomyelia,10012750
15650,Diastrophic dysplasia,10081228
15651,DIDMOAD syndrome,10078338
15652,Wolfram syndrome,10078338
15653,Diencephalic glioma,10018338
15654,Glioma,10018338
15655,Diencephalic syndrome of infancy,10012774
15656,Diet refusal,10012775
15657,Diffuse large cell lymphoma (High grade B-cell Burkitt-like lymphoma) recurrent,10020070
15658,High grade B-cell lymphoma Burkitt-like lymphoma recurrent,10020070
15659,Large cell immunoblastic lymphoma (High grade B-cell Burkitt-like lymphoma) recurrent,10020070
15660,Small noncleaved cell non-Burkitt's lymphoma (Working Formulation) recurrent,10020070
15661,Small noncleaved follicular center cell lymphoma (High grade B-cell Burkitt-like) recurrent,10020070
15662,Small non-cleaved follicular center cell lymphoma recurrent,10020070
15663,Diffuse large cell lymphoma (High grade B-cell Burkitt-like lymphoma) refractory,10020071
15664,High grade B-cell lymphoma Burkitt-like lymphoma refractory,10020071
15665,Large cell immunoblastic lymphoma (High grade B-cell Burkitt-like lymphoma) refractory,10020071
15666,Small noncleaved cell non-Burkitt's lymphoma (Working Formulation) refractory,10020071
15667,Small noncleaved follicular center cell lymphoma (High grade B-cell Burkitt-like) refractory,10020071
15668,Diffuse large cell lymphoma (High grade B-cell Burkitt-like lymphoma) stage I,10020072
15669,High grade B-cell lymphoma Burkitt-like lymphoma stage I,10020072
15670,Large cell immunoblastic lymphoma (High grade B-cell Burkitt-like lymphoma) stage I,10020072
15671,Small noncleaved cell non-Burkitt's lymphoma (Working Formulation) stage I,10020072
15672,Small noncleaved follicular center cell lymphoma (High grade B-cell Burkitt-like lymphoma) stage I,10020072
15673,Diffuse large cell lymphoma (High grade B-cell Burkitt-like lymphoma) stage II,10020073
15674,High grade B-cell lymphoma Burkitt-like lymphoma stage II,10020073
15675,Large cell immunoblastic lymphoma (High grade B-cell Burkitt-like lymphoma) stage II,10020073
15676,Small noncleaved cell non-Burkitt's lymphoma (Working Formulation) stage II,10020073
15677,Small noncleaved follicular center cell lymphoma (High grade B-cell Burkitt-like lymphoma) stage II,10020073
15678,Diffuse large cell lymphoma (High grade B-cell Burkitt-like lymphoma) stage III,10020074
15679,High grade B-cell lymphoma Burkitt-like lymphoma stage III,10020074
15680,Large cell immunoblastic lymphoma (High grade B-cell Burkitt-like lymphoma) stage III,10020074
15681,Small noncleaved cell non-Burkitt's lymphoma (Working Formulation) stage III,10020074
15682,Small noncleaved follicular center cell lymphoma (High grade B-cell Burkitt-like) stage III,10020074
15683,Diffuse large cell lymphoma (High grade B-cell Burkitt-like lymphoma) stage IV,10020075
15684,High grade B-cell lymphoma Burkitt-like lymphoma stage IV,10020075
15685,Large cell immunoblastic lymphoma (High grade B-cell Burkitt-like lymphoma) stage IV,10020075
15686,Small noncleaved cell non-Burkitt's lymphoma (Working Formulation) stage IV,10020075
15687,Small noncleaved follicular center cell lymphoma (High grade B-cell Burkitt-like lymphoma) stage IV,10020075
15688,Diffuse large cell lymphoma (High grade B-cell lymphoma Burkitt-like lymphoma) (Working Formulation,10020067
15689,High grade B-cell lymphoma Burkitt-like lymphoma,10020067
15690,High grade B-cell lymphoma Burkitt-like lymphoma NOS,10020067
15691,Large cell immunoblastic lymphoma (High grade B-cell Burkitt-like lymphoma,10020067
15692,Small noncleaved cell non-Burkitt's lymphoma (Working Formulation,10020067
15693,Small noncleaved follicular center cell lymphoma (High grade B-cell Burkitt-like lymphoma,10020067
15694,Diffuse large cell lymphoma (Intestinal T-cell lymphoma) (Working Formulation,10073481
15695,Diffuse mixed small and large cell lymphoma (Intestinal T-cell lymphoma) (Working Formulation,10073481
15696,Diffuse small cleaved cell lymphoma (Intestinal T-cell lymphoma) (Working Formulation,10073481
15697,Enteropathy-associated T-cell lymphoma,10073481
15698,Intestinal T-cell lymphoma,10073481
15699,Intestinal T-cell lymphoma NOS,10073481
15700,Large cell immunoblastic lymphoma (Intestinal T-cell lymphoma) (Working Formulation,10073481
15701,Malignant histiocytosis of the intestine with ulcerative jejunitis,10073481
15702,Diffuse large cell lymphoma (Intestinal T-cell lymphoma) (Working Formulation) recurrent,10022706
